[2026-01-16T17:46:05+08:00][sql] CONNECT:[ UseTime:0.013202s ] mysql:host=127.0.0.1;port=3307;dbname=xdmd;charset=utf8mb4
[2026-01-16T17:46:05+08:00][sql] 
            SELECT DISTINCT t.cpname, t.expect 
            FROM caipiao_touzhu t
            INNER JOIN caipiao_kaijiang k ON t.cpname = k.name AND t.expect = k.expect
            WHERE t.isdraw = -1 AND k.opencode IS NOT NULL AND k.opencode != ''
            LIMIT 100 [ RunTime:0.000542s ]
[2026-01-16T17:46:08+08:00][sql] CONNECT:[ UseTime:0.001118s ] mysql:host=127.0.0.1;port=3307;dbname=xdmd;charset=utf8mb4
[2026-01-16T17:46:08+08:00][sql] SHOW FULL COLUMNS FROM `caipiao_caipiao` [ RunTime:0.002550s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_caipiao` WHERE  `issys` = 1  AND `isopen` = 1 ORDER BY `listorder` ASC [ RunTime:0.000695s ]
[2026-01-16T17:46:08+08:00][sql] SHOW FULL COLUMNS FROM `caipiao_kaijiang` [ RunTime:0.002009s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116001' LIMIT 1 [ RunTime:0.000694s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116002' LIMIT 1 [ RunTime:0.000714s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116003' LIMIT 1 [ RunTime:0.000753s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116004' LIMIT 1 [ RunTime:0.000713s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116005' LIMIT 1 [ RunTime:0.000512s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116006' LIMIT 1 [ RunTime:0.000267s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116007' LIMIT 1 [ RunTime:0.000296s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116008' LIMIT 1 [ RunTime:0.000236s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116009' LIMIT 1 [ RunTime:0.000217s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116010' LIMIT 1 [ RunTime:0.000208s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116011' LIMIT 1 [ RunTime:0.000203s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116012' LIMIT 1 [ RunTime:0.000225s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116013' LIMIT 1 [ RunTime:0.000595s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116014' LIMIT 1 [ RunTime:0.000425s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116015' LIMIT 1 [ RunTime:0.000225s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116016' LIMIT 1 [ RunTime:0.000215s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116017' LIMIT 1 [ RunTime:0.000242s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116018' LIMIT 1 [ RunTime:0.000224s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116019' LIMIT 1 [ RunTime:0.000214s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116020' LIMIT 1 [ RunTime:0.000217s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116021' LIMIT 1 [ RunTime:0.000370s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116022' LIMIT 1 [ RunTime:0.000314s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116023' LIMIT 1 [ RunTime:0.000427s ]
[2026-01-16T17:46:08+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260116024' LIMIT 1 [ RunTime:0.000255s ]
