[2026-01-11T20:11:45+08:00][sql] CONNECT:[ UseTime:0.000964s ] mysql:host=127.0.0.1;port=3307;dbname=xdmd;charset=utf8
[2026-01-11T20:11:45+08:00][sql] SHOW FULL COLUMNS FROM `caipiao_caipiao` [ RunTime:0.000874s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_caipiao` WHERE  `issys` = 1  AND `isopen` = 1 ORDER BY `listorder` ASC [ RunTime:0.000296s ]
[2026-01-11T20:11:45+08:00][sql] SHOW FULL COLUMNS FROM `caipiao_kaijiang` [ RunTime:0.000696s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111001' LIMIT 1 [ RunTime:0.000231s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111002' LIMIT 1 [ RunTime:0.000190s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111003' LIMIT 1 [ RunTime:0.000205s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111004' LIMIT 1 [ RunTime:0.000158s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111005' LIMIT 1 [ RunTime:0.000145s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111006' LIMIT 1 [ RunTime:0.000144s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111007' LIMIT 1 [ RunTime:0.000150s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111008' LIMIT 1 [ RunTime:0.000145s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111009' LIMIT 1 [ RunTime:0.000155s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111010' LIMIT 1 [ RunTime:0.000155s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111011' LIMIT 1 [ RunTime:0.000218s ]
[2026-01-11T20:11:45+08:00][sql] SELECT * FROM `caipiao_kaijiang` WHERE  `name` = 'bjk3'  AND `expect` = '20260111012' LIMIT 1 [ RunTime:0.000156s ]
